,ts,lstm,gru,bp,elm,svm,rw,arima,rf,mlp,dt,lstm,gru,bp,elm,svm,rw,arima,rf,mlp,dt,lstm,gru,bp,elm,svm,rw,arima,rf,mlp,dt
1887,49.35,48.84901646,46.64756749,47.56491123,48.98260449,38.1180522,49.32505291,49.36495579,35.70065373,48.38631995,34.82847713,48.3884496,47.64705467,48.58868892,49.28523891,46.28116127,49.53303067,49.35013071,44.59552543,49.33724773,40.77500333,49.51930801,52.13557837,48.07932482,49.18651138,41.34697544,49.49,49.42419528,38.44921449,49.05642564,35.71457283
1888,49.47,48.85967853,46.65579485,47.64296588,48.97699253,38.11653052,49.30589148,49.35944143,35.86685762,48.39221523,34.88200399,48.39775729,47.69254207,48.62487677,49.31022564,46.27967485,49.23426674,49.33310358,44.66960649,49.38524948,41.25756956,49.56464404,52.19257726,48.08849015,49.35588017,41.40268842,49.35,49.29324388,38.3912195,49.2919097,35.71457283
1889,49.3,48.71366784,46.48991591,47.45435348,48.81788579,37.90951908,49.36085061,49.18614405,35.6291903,48.23955469,34.94115042,48.23529741,47.51322096,48.47195505,49.17120689,46.06633883,49.43486451,49.21641695,44.43207422,49.17383677,40.77500333,49.68657127,52.29340066,48.14993842,49.41115163,41.45444577,49.47,49.4065937,38.54263453,49.23350107,35.71457283
1890,48.5,48.29552192,46.06737232,46.97536392,48.37449356,37.46407319,49.19859921,48.77203034,35.19911879,47.79988101,33.39269129,48.23928612,47.50731674,48.48250579,49.15278919,46.03101346,49.37417803,49.26343667,44.33639182,49.19173984,40.83223151,49.60220414,52.20111283,48.01541728,49.35206834,41.32657551,49.3,49.24739741,38.41742473,49.13304644,35.71457283
1891,48.88,48.34804213,46.11547342,46.93974882,48.41438442,37.47443643,48.78810998,48.82195502,35.05151004,47.83073148,33.50747744,47.67585322,46.97180291,47.97208471,48.83170632,45.56413198,48.50967637,48.63235534,43.91219174,48.66540214,40.45150566,49.01741055,51.54036051,47.31777291,48.79334551,40.6655182,48.5,48.49622517,38.09674437,48.32176703,35.71457283
1892,49.09,48.53194867,46.28698772,47.04302311,48.59450918,37.61513683,48.87185973,49.01609423,34.9852684,48.00750232,33.56662388,47.90507189,47.18413603,48.17560158,49.00091038,45.64691126,48.85050436,49.01985082,43.89099804,48.88474385,40.50873383,49.19372522,51.74066602,47.48074043,48.83947262,40.78521163,48.88,48.85375067,37.86345575,48.68506102,35.71457283
1893,49.09,48.36934297,46.12740581,46.97660915,48.41772999,37.45502385,48.97061042,48.84097393,34.89864604,47.82323115,33.39269129,48.05539463,47.30976909,48.30925743,49.02980146,45.77414682,49.13064952,49.15002655,44.21781303,49.0866936,40.50873383,49.34279669,51.94070297,47.65771854,48.83795706,40.8918461,49.09,49.05154018,38.07503778,48.69087613,35.71457283
1894,49.13,48.53465408,46.28415185,47.21575097,48.58262814,37.56566644,48.83943234,49.01734771,35.14328111,47.9910399,33.50747744,48.01181415,47.26021603,48.28355395,49.03307153,45.77168275,49.07081838,49.11585954,44.13290531,49.05279261,40.45150566,49.37072999,51.99215411,47.70635127,48.92548964,40.89221815,49.09,49.05199395,38.02069781,48.58720587,35.71457283
1895,49.35,48.59737388,46.33278581,47.27977755,48.63721343,37.58363243,49.03475631,49.09589084,35.17372329,48.05287665,33.56662388,48.30108554,47.56904463,48.57979746,49.25784881,46.0329072,49.18982418,49.42964679,44.50938006,49.29271631,41.20302973,49.41350875,52.09691447,47.79051973,49.099769,40.97248224,49.13,49.09000823,38.12176209,48.89967498,35.71457283
1896,48.93,48.44380412,46.16794196,47.06345934,48.46709123,37.38206985,49.11721131,48.91815954,34.99346817,47.88999574,33.39269129,48.09717195,47.34459009,48.37060254,49.03199953,45.8441531,49.34153292,49.23534339,44.39023922,49.06836779,40.77500333,49.59890069,52.28797154,47.95024547,49.22214947,41.09908733,49.35,49.29713513,38.32338826,49.02722446,35.71457283
1897,49.29,48.63149577,46.35607098,47.21339797,48.63520984,37.55186834,48.92283247,49.07964561,35.07399156,48.06229806,33.50747744,47.96479015,47.2159891,48.2442812,49.00607814,45.7874291,48.87851152,49.04150006,44.3779027,48.99689114,40.84677556,49.33167544,52.00875232,47.63833755,48.9933633,40.79788443,48.93,48.90287197,37.86672882,48.69206506,35.71457283
1898,49.3,48.81785219,46.53302599,47.34463876,48.80859375,37.70344359,49.13188325,49.26571967,35.09068785,48.2357261,33.56662388,48.00745944,47.22953378,48.26518684,48.98912674,45.78658706,49.3499395,49.14069661,44.48982817,48.96493312,40.77500333,49.56051855,52.25406301,47.86092604,49.17765645,40.98020242,49.29,49.24148645,38.08165214,48.91985975,35.71457283
1899,49.2,48.68825417,46.40778345,47.25529556,48.65997463,37.57781999,49.25366292,49.11688506,35.01799683,48.08903581,33.39269129,48.1291074,47.32509758,48.37069664,49.08515474,45.9035598,49.32955649,49.22632718,44.36990355,49.12578828,40.88677133,49.60349116,52.32764206,47.90376289,49.18179304,40.99186192,49.3,49.25122269,38.22525718,49.00170929,35.71457283
1900,49.5,48.87023148,46.58825977,47.46718638,48.83633152,37.73318088,49.12895158,49.29340572,35.22233609,48.27148024,33.50747744,47.95345636,47.1605719,48.20131323,49.01866003,45.77510889,49.17453936,48.98469502,44.2182268,48.99928683,40.77500333,49.55037587,52.26417553,47.82209974,49.13401203,40.89221537,49.2,49.15757602,38.13199572,48.74703736,35.71457283
1901,49.49,48.85688385,46.57117871,47.48150621,48.81252655,37.71222835,49.29133355,49.27900306,35.31854002,48.25182745,33.56662388,48.27166109,47.46137504,48.50330616,49.24424981,46.01253702,49.49014165,49.37941707,44.39498514,49.21386554,40.83223151,49.76366017,52.53220689,48.06684624,49.37215718,41.10323807,49.5,49.43976831,38.24430764,49.15047093,35.71457283
1902,48.87,48.54541216,46.25721658,47.18465637,48.48655438,37.38676466,49.26298938,48.94993116,35.08026894,47.93348648,33.39269129,48.19810276,47.37840446,48.42269874,49.17571587,45.93855168,49.50161333,49.21849964,44.4029942,49.21304594,40.77500333,49.80555117,52.57430078,48.07990491,49.36779042,41.09168118,49.49,49.43065037,37.98067582,49.15143842,35.71457283
1903,49.2,48.59567029,46.30377545,47.17264464,48.52738836,37.40632872,48.99112208,49.00329934,35.06780689,47.97608665,33.50747744,47.88489621,47.10929372,48.14745562,49.05561725,45.70625299,48.77874354,48.88576889,44.04078789,48.93865504,40.50873383,49.36533522,52.11464848,47.59312483,49.04531299,40.63416439,48.87,48.84832443,37.91430794,48.63720201,35.71457283
1904,49.18,48.7094843,46.4128318,47.19876335,48.6344097,37.50806098,49.05130469,49.12030556,35.02832661,48.0792281,33.56662388,48.21633535,47.43306992,48.45278069,49.27904429,45.89721096,49.21770419,49.28316612,44.22000651,49.20835183,40.50873383,49.54275139,52.30974171,47.75490239,49.14863335,40.76148621,49.2,49.15861834,37.85746083,48.89942573,35.71457283
1905,49.15,48.57531623,46.28960199,47.12882033,48.48715297,37.41026368,49.06999237,48.94832811,34.94197504,47.92892021,33.39269129,48.05484883,47.27686085,48.3001356,49.06991269,45.73797732,49.18652781,49.11903859,44.02594722,49.08184634,40.45150566,49.54338263,52.32857191,47.74233707,49.03023034,40.70981214,49.18,49.14004064,38.0309831,48.82283122,35.71457283
1906,49,48.57903891,46.29439583,47.19467125,48.48825794,37.40001213,48.96547348,48.95941508,35.12924243,47.93350795,33.50747744,48.23687978,47.47601963,48.50008049,49.26044226,45.91657204,49.1074429,49.29772706,43.98845331,49.18900886,40.56327366,49.52669762,52.31670825,47.71993319,49.04282299,40.65521457,49.15,49.11204643,37.62742159,48.60332402,35.71457283
1907,48.99,48.43951546,46.15578438,47.09957261,48.34124958,37.26649427,48.95047605,48.82942642,35.01547208,47.79088172,33.56662388,48.10075774,47.40440255,48.40037039,49.04682553,45.78823102,49.06654599,49.21770231,44.27365942,49.05388571,40.73500756,49.41323621,52.25063487,47.62628498,49.03151717,40.56047169,49,48.97127976,37.56174001,48.79568611,35.71457283
1908,48.47,48.21538239,45.92992355,46.86876803,48.11444912,37.03937549,48.80862568,48.58483594,34.81606068,47.57518748,33.45395059,48.08533997,47.40056251,48.39531351,48.97863444,45.8148195,48.98864744,49.23382004,44.20563903,48.99115657,40.84677556,49.39755625,52.22450362,47.56942081,48.95258561,40.48307304,48.99,48.96203682,37.52693396,48.66449536,35.71457283
1909,48.45,48.00784722,45.72562865,46.6405195,47.89755468,36.84062462,48.58561225,48.36802801,34.65057288,47.35586536,33.50747744,47.49578815,46.88509837,47.86361968,48.44421063,45.38404063,48.40719765,48.62650856,44.10562497,48.40855315,40.73500756,49.01555599,51.83906731,47.14451686,48.61307126,40.07418239,48.47,48.47359935,37.3442129,48.24807565,33.02408652
1910,48.44,47.90870007,45.62318046,46.45354545,47.79804687,36.72822332,48.41951297,48.28876515,34.4302759,47.25624432,33.50747744,47.52153641,46.9253094,47.88551806,48.3515149,45.48403408,48.47842949,48.76650883,44.33431142,48.33296796,40.84677556,48.94078247,51.75903489,47.03626758,48.48672988,39.94708051,48.45,48.45492198,37.19858879,48.1802268,33.02408652
1911,48,47.89414127,45.61900171,46.45728967,47.78362962,36.75879944,48.24157498,48.25796089,34.37508033,47.23954737,33.50747744,47.18439753,46.63166552,47.56593184,47.88470858,45.30692415,48.4528101,48.41092962,44.44442609,47.93883185,40.77500333,48.88244922,51.74931915,47.00045858,48.38669856,39.86784218,48.44,48.44562089,37.02931143,48.15969917,33.02408652
1912,48,47.73373415,45.46276765,46.36827388,47.62083692,36.61487359,48.24391025,48.08381484,34.19209583,47.06526598,32.52869571,46.83150286,46.31244228,47.24040775,47.5409151,45.13945615,48.05238495,48.09042213,44.59680939,47.571796,40.83223151,48.5566499,51.42139261,46.63903235,48.08769611,39.50645833,48,48.03230421,36.674145,47.55584304,33.02408652
1913,47.88,47.45498677,45.18628375,46.12835399,47.34554057,36.3375473,48.10300532,47.83720951,34.1037579,46.80712828,32.47516886,46.60361595,46.12246827,47.02661236,47.20316812,45.09096714,48.02596937,47.87231926,44.66857808,47.1816038,41.20302973,48.49446649,51.38653276,46.58447075,48.05256583,39.42575331,48,48.03236079,36.40965672,47.7441798,33.02408652
1914,47.77,47.13387057,44.88520642,45.98090104,47.02283066,36.09719037,47.65214393,47.4862186,33.91500116,46.47811261,32.58784215,46.1048251,45.6220054,46.52738749,46.66982676,44.77307742,47.83839975,47.39236971,44.4234534,46.62405028,40.83223151,48.36685857,51.29588869,46.46263593,47.89734115,39.27223791,47.88,47.91965348,36.2431469,47.61727479,33.02408652
1915,46.89,46.14372629,43.89619574,45.11998648,46.01446326,35.12025981,47.35218988,46.44978339,33.26115504,45.52004787,31.52584777,45.8672955,45.37348945,46.28497304,46.44264888,44.69763047,47.75085866,47.11088297,44.28043049,46.3158196,40.83223151,48.26132669,51.19756836,46.34425767,47.77338179,39.12392137,47.77,47.81632145,36.19538226,47.3668996,33.02408652
1916,43.52,44.80057294,42.56182926,43.73737402,44.63724132,33.77000784,46.39665452,45.12147312,32.4224512,44.14976216,31.41106162,45.13234995,44.68168932,45.5343686,45.75726238,44.27664602,46.98510053,46.2748397,43.95021196,45.77768749,40.77500333,47.62536445,50.58079466,45.64784182,47.22607791,38.48775971,46.89,46.9894526,35.62724875,46.84031293,32.06019579
1917,45.08,44.48706888,42.25010963,43.17171427,44.31688944,33.43081276,45.13279179,44.83176756,31.9520836,43.80916419,30.45494788,43.28358518,42.89440783,43.83892558,45.46273178,42.81372499,43.46093546,44.187493,43.72733377,45.15429267,40.19105244,45.1468819,48.20755324,42.94882963,44.06330172,36.10613775,43.52,43.82089542,34.65147877,43.40334836,28.5667613
1918,44.89,44.56570222,42.29216221,42.89632089,44.46413969,33.44359391,44.9959645,45.00394298,30.9478637,44.05074618,30.3517386,43.77357038,43.38491209,44.06883766,45.26274917,42.98823638,45.03182705,44.90836594,43.6777266,44.57501004,40.45150566,45.70665048,48.66070081,43.51897272,45.96321855,36.40034335,45.08,45.28898978,34.100127,44.13790972,30.72723489
1919,44.51,44.03451845,41.81976769,42.68944076,43.93651721,33.11582819,44.68590138,44.37400016,30.39313429,43.48122722,28.46791729,43.92236113,43.47602481,44.15037785,44.84678601,43.35684572,44.93020394,44.83641206,43.91719025,44.02038881,40.56327366,45.2582361,48.53835859,43.41699387,46.02561908,36.05196925,44.89,45.11004667,33.71464134,44.04205684,30.72723489
1920,44.52,44.40416707,42.14612803,43.13354611,44.37274941,33.38361421,44.48339488,44.85293536,30.66118347,43.76216404,28.83279208,43.96154923,43.43308699,44.18891595,44.45492094,43.71554835,44.52808937,44.70720628,45.09785467,45.62830076,40.45150566,44.9734234,48.20649216,43.15204915,44.22731572,35.67786875,44.51,44.75224173,33.56450275,43.8285442,28.5667613
1921,44.51,44.67772025,42.39553114,43.28015915,44.66800885,33.59774291,44.97748099,45.25743933,30.98619557,44.0762948,30.3517386,44.60992577,44.1905392,44.84266243,45.53376651,44.087243,44.45087846,45.40879435,45.11704172,45.39063435,40.84677556,45.42233735,48.26754119,43.26560606,44.88215798,35.90382723,44.52,44.76126647,33.1741252,44.52476623,28.5667613
1922,45.92,45.26655157,42.97695678,43.73266973,45.2485986,34.16324281,45.22798224,45.7394625,31.23074122,44.66385359,30.09007308,44.32500829,43.82523648,44.50283449,45.34854816,43.85498557,44.49743758,44.96511487,44.94689215,45.30593419,40.73500756,45.10697781,48.23860033,43.15856405,44.48456245,35.63794369,44.51,44.75145383,32.9925733,44.36866202,28.5667613
1923,46.99,46.12936867,43.85091054,44.58979478,46.1088444,35.05326578,45.77001552,46.582026,32.03104086,45.54157626,30.3517386,45.22399656,44.63227346,45.30609555,45.94011947,44.58339072,45.87561258,45.92259855,45.16411744,46.17601728,40.83223151,46.0294388,49.07866997,44.23017552,45.23155501,36.53233771,45.92,46.07762758,33.51826855,45.24673693,30.72723489
1924,46.42,46.12567087,43.86798998,44.76395415,46.0924763,35.12901933,46.50160346,46.58261253,32.48221888,45.52846632,31.47232091,46.11219203,45.48431902,46.17949594,46.72083161,45.21821657,47.05677264,46.71830717,45.46055602,46.59912407,41.20302973,47.00540199,50.03369822,45.30662849,46.28300286,37.54659216,46.99,47.08313071,34.78804139,46.21507144,32.06019579
1925,47.07,46.31426215,44.02024714,44.93427468,46.28516741,35.2377246,46.60831194,46.77202858,32.97239366,45.71881314,31.41106162,45.95419567,45.42952168,46.05611459,46.72673038,45.17048715,46.43723704,46.39348955,45.62511248,46.6401602,41.14580156,46.97127676,50.01482717,45.10057006,46.85520347,37.56900386,46.42,46.54737045,35.33736184,46.43527029,32.06019579
1926,47.12,46.85753239,44.53691801,45.29522059,46.82874896,35.70569403,46.87512773,47.33949298,33.33423692,46.2295274,31.68820348,46.4451836,45.93699761,46.54746385,47.20492166,45.61025226,47.01158496,46.97315865,45.88892906,47.1876452,41.25756956,47.60446073,50.54117765,45.58620627,47.24479946,38.11291781,47.07,47.15799224,35.20758284,47.13089721,32.06019579
1927,47.12,46.84174749,44.54523092,45.30581517,46.79370248,35.74342639,47.26009032,47.24082858,33.19118234,46.21812378,31.47232091,46.21513923,45.66969019,46.3114714,47.02114695,45.36019039,47.17839979,46.71789598,45.25289739,47.23427711,40.77500333,47.56887791,50.72549872,45.65041644,47.11017631,38.09487727,47.12,47.20478271,35.27870541,46.65135341,32.06019579
1928,47.59,47.11813647,44.81694753,45.57541787,47.07759316,35.98257691,47.31365724,47.53885445,33.35098755,46.51574167,31.47232091,46.42362848,45.87915627,46.54013464,47.33163617,45.48636057,47.14566447,46.93600703,45.04122222,47.28697602,40.88677133,47.57569495,50.75181516,45.63084173,47.10541902,38.03636093,47.12,47.20458215,35.35041546,46.7158344,32.06019579
1929,47.8,47.41999853,45.12912449,45.94779262,47.37820842,36.31156134,47.52976196,47.87460057,33.74423314,46.82044361,32.58784215,46.70634721,46.1886551,46.85454358,47.50088767,45.59114914,47.55935384,47.31679448,44.49524906,47.4707869,40.77500333,47.97108695,51.14193601,46.03480235,47.49206915,38.42160725,47.59,47.64593636,35.47633869,47.03772858,32.06019579
1930,47.8,47.22885927,44.94037333,45.87281368,47.1837146,36.12703795,47.78982255,47.63768237,33.66859845,46.63906184,32.47516886,47.00636824,46.47101878,47.17379267,47.78695148,45.7573408,47.78811099,47.69406855,44.50334511,47.75714884,40.88677133,48.16045,51.38295648,46.24536663,47.62843575,38.58151818,47.8,47.84299297,35.71050969,47.27540692,33.02408652
1931,47.44,47.07712537,44.77652902,45.72456777,47.0317799,35.92496147,47.66283975,47.51626742,33.60571622,46.4943691,32.47516886,46.97994797,46.46906786,47.18902906,47.79301586,45.67354798,47.82689065,47.68821924,44.15680097,47.74916701,40.45150566,48.24998277,51.46947082,46.29892812,47.77278027,38.64657381,47.8,47.8427609,35.69962488,47.32671466,33.02408652
1932,47.45,47.07390756,44.76799962,45.66981095,47.02169673,35.90143994,47.50634311,47.52384896,33.60353306,46.47398985,32.58784215,46.91083521,46.42557426,47.16779408,47.79922911,45.57020348,47.47377804,47.71343986,43.91991208,47.71631688,40.50873383,48.06130471,51.27131201,46.03108453,47.61103709,38.43785556,47.44,47.50432696,35.73672095,47.18475745,32.06019579
1933,47.5,47.05387122,44.73728672,45.54246004,47.00378677,35.84608171,47.54929633,47.48853925,33.44832672,46.4508773,31.47232091,46.83263781,46.34003869,47.1044268,47.71959481,45.43367087,47.52210138,47.68594487,43.90142367,47.65165099,40.50873383,48.03184476,51.23508573,45.95753968,47.51943465,38.34102572,47.45,47.51345829,35.70310152,47.12583433,32.06019579
1934,47.76,47.12605211,44.81447411,45.59569602,47.07023827,35.92289269,47.5018066,47.56905045,33.39993699,46.52632603,31.47232091,46.68975738,46.18389133,46.97519026,47.5952312,45.28330544,47.42240089,47.62410744,44.10494261,47.56282105,40.50873383,48.0247059,51.26224798,45.96475248,47.46007597,38.29914246,47.5,47.56015533,35.54928229,47.13629098,32.06019579
1935,47.85,47.33481376,45.02804245,45.8742927,47.27357698,36.13813202,47.54156177,47.77030164,33.63685866,46.72465007,32.58784215,46.91115103,46.37840418,47.19096709,47.75306334,45.47155651,47.71461168,47.87837907,44.20937298,47.8119433,40.50873383,48.19377465,51.453344,46.16603991,47.59428402,38.43031771,47.76,47.80412213,35.69731605,47.23740253,33.02408652
1936,47.68,47.27584224,44.9682472,45.90970826,47.20656779,36.07429656,47.73640771,47.7039222,33.63571172,46.65906263,32.52869571,46.83372416,46.30221346,47.12270392,47.65060882,45.40617493,47.81079518,47.84036652,44.50890106,47.71417422,40.77500333,48.30435759,51.59161625,46.29464781,47.7480764,38.53414009,47.85,47.88837054,35.68827891,47.35472642,33.02408652
1937,47.69,47.13732904,44.82038066,45.77916271,47.06116652,35.89628272,47.71971315,47.57516229,33.60078225,46.52097195,32.47516886,46.89018178,46.344777,47.18481297,47.70890131,45.48006589,47.74817528,47.88492288,44.51232067,47.73796402,40.88677133,48.23793234,51.5233596,46.18576605,47.71863922,38.44242588,47.68,47.72836197,35.79599161,47.27545386,32.06019579
1938,47.19,47.13295986,44.81386948,45.74868288,47.04757887,35.87966965,47.54979056,47.55255165,33.54758273,46.51086251,32.58784215,46.60163501,46.06021277,46.89556839,47.42747429,45.2522044,47.6777469,47.59256289,44.35768162,47.44590157,41.14580156,48.25288437,51.53612076,46.1680267,47.72082601,38.41885637,47.69,47.7374333,35.67981679,47.30887144,32.06019579
1939,47.67,47.00152024,44.67827329,45.5823478,46.90819276,35.73773785,47.53758887,47.40391245,33.37665974,46.3720035,31.52584777,46.40004617,45.85307775,46.69603039,47.32623034,45.14393194,47.17102035,47.35449243,44.32451002,47.29491872,40.84677556,47.8970981,51.19076212,45.75482431,47.35758539,38.03073727,47.19,47.26736831,35.4917706,46.95170168,32.06019579
1940,46.77,46.90384851,44.57119692,45.3919613,46.81408488,35.60324207,47.46566458,47.34018017,33.22927625,46.27727678,31.47232091,46.40079462,45.81498159,46.66049006,47.26562407,45.11482894,47.60250696,47.37946625,44.26094713,47.21897853,40.77500333,48.15508908,51.44950332,46.03575463,47.53469347,38.22648765,47.67,47.71797662,35.35727924,47.20618677,32.06019579
1941,47.68,47.01672645,44.69676268,45.54625828,46.91973119,35.74938659,47.27600186,47.4357598,33.273242,46.38365541,31.5849942,46.13697999,45.57085442,46.41499578,47.14166141,44.974107,46.8091284,47.02855738,44.01838641,47.08615132,40.56327366,47.53946361,50.89525078,45.38921241,46.99016181,37.62802929,46.77,46.87208484,35.12454367,46.61361456,32.06019579
1942,47.68,47.24976155,44.90714292,45.7119284,47.17290152,35.92256706,47.51598424,47.70256981,33.4111809,46.633041,31.5849942,46.56038676,45.93973167,46.78587885,47.40783683,45.25150868,47.71953863,47.51789791,44.23205041,47.33570356,40.77500333,48.07605626,51.39263183,45.9614013,47.38757494,38.07302624,47.68,47.72669176,35.55594806,47.12197579,32.06019579
1943,47.69,47.06604255,44.74397328,45.66380147,46.9715059,35.79654759,47.59855834,47.50197242,33.39021632,46.43731453,31.41106162,46.64861047,46.03995329,46.86995654,47.44142523,45.37031591,47.66095588,47.54876309,44.48188669,47.50712423,40.83223151,48.1309803,51.54574722,46.09064757,47.52535186,38.1615836,47.68,47.72631461,35.52533073,47.30502955,32.06019579
1944,47.58,47.18216176,44.84270608,45.79030052,47.09380029,35.8492904,47.5120204,47.61482313,33.50219815,46.55872264,31.5849942,46.67351993,46.06390508,46.89748164,47.59941973,45.40021119,47.63448588,47.5082309,44.36906044,47.57911721,40.83223151,48.19418372,51.57281666,46.10529281,47.63345664,38.15219373,47.69,47.73532148,35.31911208,47.13347558,32.06019579
1945,47.51,47.14062711,44.79215724,45.70107623,47.04248104,35.78372177,47.63655303,47.59417576,33.48649785,46.50605652,31.5849942,46.71175445,46.13442061,46.94027233,47.56189627,45.43445516,47.65144074,47.58675798,44.35796125,47.55052513,41.14580156,48.20362232,51.57978684,46.07295405,47.6822014,38.18432419,47.58,47.63159299,35.33699951,47.23657361,32.06019579
1946,47.49,47.11026189,44.75555666,45.59739149,47.00562954,35.72539528,47.59766506,47.54016149,33.28997736,46.47229998,31.41106162,46.65614713,46.05774855,46.8773303,47.55693038,45.38841034,47.5445909,47.47822109,44.27919082,47.52335375,40.83223151,48.12608168,51.50923479,45.95512455,47.52782779,38.03676555,47.51,47.56542807,35.28424854,47.11004954,32.06019579
1947,47.95,47.31563136,44.96450989,45.78996057,47.2067058,35.93292955,47.53685989,47.73167241,33.42481241,46.67560673,31.5849942,46.54675862,45.95798707,46.77296627,47.49675729,45.26420203,47.50301359,47.3858638,44.05475726,47.43598349,40.45150566,48.09452794,51.49336248,45.91747833,47.48130921,37.97334448,47.49,47.54622371,35.35623149,47.08460536,32.06019579
1948,47.58,47.29481371,44.94473745,45.81342973,47.17778612,35.91415678,47.71767326,47.71732343,33.4963705,46.648297,32.52869571,46.9967387,46.37413094,47.20438634,47.8511421,45.58952446,47.95206052,47.8833508,44.42896831,47.80502203,40.88677133,48.39293608,51.81974772,46.26457369,47.72557754,38.23683924,47.95,47.97792117,35.35404638,47.35683498,33.02408652
1949,47.66,47.17801599,44.82588655,45.74005201,47.05354756,35.78044255,47.69691413,47.59726826,33.47322793,46.52855327,32.47516886,46.67587179,46.08899209,46.91379817,47.65639504,45.33878326,47.4927474,47.48145494,44.0552303,47.60203881,40.45150566,48.19841901,51.65186847,46.04836255,47.59529313,38.03988787,47.58,47.62993054,35.42029576,47.17890908,32.06019579
1950,47.6,47.37738047,45.01127541,45.8695011,47.25794901,35.93115838,47.64982244,47.81890312,33.60120096,46.72688949,32.58784215,47.02042225,46.41221094,47.24597497,48.00107438,45.58345573,47.74186243,47.91877178,44.23916584,47.90001194,40.56327366,48.267146,51.69067099,46.07278041,47.67278495,38.05937174,47.66,47.70464371,35.30124323,47.19351739,32.06019579
1951,47.67,47.44680829,45.08114439,45.91094508,47.31918288,36.00459315,47.80604423,47.87113937,33.64059836,46.79134594,32.52869571,46.87936306,46.28063416,47.1151824,47.86233999,45.42670516,47.60634771,47.72692184,44.10978206,47.8569068,40.73500756,48.22067587,51.67823234,46.02376232,47.60940325,37.99825417,47.6,47.64783636,35.31477269,47.25262188,32.06019579
1952,47.99,47.61710914,45.2417061,46.02208319,47.49418826,36.1377403,47.92374261,48.05069561,33.60423424,46.96691899,32.47516886,46.99126068,46.35082432,47.21607934,48.05147308,45.49779865,47.66596495,47.89015971,44.0061826,47.91624117,40.50873383,48.25345362,51.70890992,46.04120373,47.58044203,37.9719766,47.67,47.71314406,35.26602613,47.16192951,32.06019579
1953,48.5,47.99745788,45.62299004,46.39142909,47.87718042,36.51453128,48.07504051,48.45211823,34.01015238,47.34814776,32.58784215,47.28427197,46.63690529,47.49971613,48.2815614,45.69708864,47.98164495,48.17616866,44.31398378,48.28985785,40.79223573,48.48300954,51.9727238,46.31503869,47.81662853,38.19070942,47.99,48.01328777,35.28116967,47.42899,33.02408652
1954,48.8,48.23974897,45.8650956,46.68343536,48.1186919,36.75443351,48.42785557,48.6789834,34.26352269,47.59044277,32.52869571,47.52590518,46.82618405,47.72165828,48.49840622,45.82451048,48.45942414,48.46612892,44.4532018,48.56362683,40.83223151,48.88718573,52.41082109,46.76701733,48.17750633,38.56644012,48.5,48.4918831,35.72027867,47.82189512,33.02408652
1955,48.87,48.31823305,45.93668698,46.79637783,48.19382062,36.79993868,48.69398362,48.76312694,34.39569722,47.66741261,33.45395059,47.86628428,47.15124407,48.06149037,48.81699224,46.06961002,48.72783075,48.76419695,44.53718509,48.85694928,40.83223151,49.21498017,52.76268945,47.10867308,48.53683751,38.88230938,48.8,48.77321228,36.14144383,48.23478395,34.07521475
1956,48.85,48.51388209,46.12567341,46.98055366,48.38156481,36.95940226,48.77971613,48.96328699,34.67694247,47.85711079,33.50747744,47.8898005,47.16192561,48.08704851,48.8723386,46.02092964,48.91786754,48.80738447,44.51073937,48.89293916,40.77500333,49.37806521,52.92759792,47.23979581,48.74492169,39.03512729,48.87,48.83849777,36.40309024,48.47355409,34.07521475
1957,49.4,48.70968068,46.31328811,47.13154805,48.56914082,37.12486692,48.97622898,49.13699521,34.69139972,48.04556187,33.56662388,48.0266594,47.28461912,48.22420931,49.05815803,46.09967911,48.83569405,48.91412165,44.3967226,49.06116539,40.88677133,49.42910876,52.96973631,47.2393909,48.80185913,39.05359645,48.85,48.81924048,36.40513592,48.49484719,34.07521475
1958,49.39,48.7773035,46.37724084,47.16189389,48.62713948,37.16930447,49.16788295,49.19860443,34.66785015,48.10069727,33.45395059,48.15592743,47.36031443,48.33175344,49.15652535,46.0767202,49.44254321,49.10029243,44.30770406,49.12709414,40.77500333,49.84392094,53.39953515,47.65298348,49.12016707,39.40631895,49.4,49.33540537,36.67611318,48.83380341,34.07521475
1959,49.44,48.87106751,46.47821825,47.30679087,48.70289816,37.26746725,49.16840639,49.27191329,34.87793516,48.18212876,33.50747744,48.39681803,47.57939337,48.57386136,49.42676803,46.21973759,49.40905458,49.31096187,44.40783492,49.43237629,40.88677133,49.92629037,53.49138872,47.71790039,49.19267375,39.45406224,49.39,49.32553818,36.89179526,48.94454398,34.07521475
1960,49.44,49.05166191,46.64698588,47.45611465,48.87642991,37.39828563,49.32711202,49.45919634,34.98861495,48.35515359,33.56662388,48.32940025,47.5196117,48.52368505,49.48016579,46.07493409,49.35158069,49.23241569,44.13009535,49.4268533,40.45150566,50.00071308,53.56637304,47.77591438,49.30326796,39.50756875,49.44,49.37203311,36.84156053,48.99129624,34.07521475
1961,49.6,49.18694236,46.77839685,47.53081673,48.99947133,37.5080894,49.52119041,49.60091615,35.0234693,48.47855579,33.45395059,48.61364917,47.78595963,48.80801513,49.75359548,46.1885313,49.46037113,49.59600851,44.14481615,49.71427315,40.56327366,50.03373239,53.60837366,47.78722814,49.36617711,39.52277194,49.44,49.37155541,36.9488173,49.06339118,34.07521475
